product_code,status,category,source_tab,width_cm,length_cm,size_cm,width_ft,length_ft,size_ft,updated_at
E-210,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-211,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-212,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-213,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-214,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-215,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-216,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-217,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-218,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-22,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-23,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-24,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-25,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-26,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-27,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-28,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-29,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-3,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-30,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-31,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-32,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-325,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-326,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-327,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-328,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-329,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-33,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-330,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-331,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-332,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-333,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-334,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-335,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-336,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-337,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-338,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-339,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-34,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-340,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-341,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-342,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-343,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-344,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-345,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-346,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-347,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-348,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-349,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-35,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-350,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-351,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-352,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-353,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-354,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-355,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-356,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-357,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-358,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-359,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-36,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-360,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-361,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-362,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-363,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-364,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-365,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-366,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-367,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-368,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-369,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-37,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-370,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-371,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-372,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-373,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-374,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-375,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-376,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-377,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-378,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-379,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-38,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-380,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-381,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-382,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-383,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-384,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-385,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-386,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-387,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-388,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-389,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-39,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-390,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-391,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-392,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-393,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-394,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-395,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-396,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-397,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-398,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-399,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-40,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-400,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-41,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-42,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-43,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-44,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-45,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-46,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-47,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-48,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-49,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-50,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-51,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-52,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-53,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-54,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-55,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-56,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-57,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-58,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-59,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-60,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-61,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-62,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-63,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-64,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-65,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-66,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-67,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-68,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-69,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-7,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-70,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-71,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-72,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-73,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-74,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-75,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-76,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-77,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-78,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-79,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-8,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-80,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-82,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-83,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-84,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-85,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-86,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-87,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-88,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-89,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-9,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-90,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-91,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-92,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-93,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-94,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-95,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-96,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-98,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
E-99,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
İ-100,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
İ-94,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
İ-95,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
İ-96,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
İ-97,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
İ-98,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
İ-99,active,,VİNTAGE RUG,,,,0,0,0x0,2026-05-12T01:15:35+00:00
